Lake,Size Interval,Body Mass,Interval Width,NPUE200,BPUE200,x_Waterbody_Name,x_Waterbody_LID,x_LakeID_Ignasi707,x_LakeID_Ignasi721
1,1,2,2,7.550,0.016,Pine L.,16-6284-60018,1,1
1,2,4,4,19.658,0.108,Pine L.,16-6284-60018,1,1
1,3,8,8,31.063,0.338,Pine L.,16-6284-60018,1,1
1,4,16,16,8.256,0.185,Pine L.,16-6284-60018,1,1
1,5,32,32,5.106,0.254,Pine L.,16-6284-60018,1,1
1,6,64,64,26.164,2.332,Pine L.,16-6284-60018,1,1
1,7,128,128,2.771,0.484,Pine L.,16-6284-60018,1,1
1,8,256,256,8.613,3.229,Pine L.,16-6284-60018,1,1
1,9,512,512,20.228,16.010,Pine L.,16-6284-60018,1,1
1,10,1024,1024,19.944,26.560,Pine L.,16-6284-60018,1,1
1,11,2048,2048,0.786,1.765,Pine L.,16-6284-60018,1,1
2,1,2,2,15.005,0.030,Spruce L.1,16-6292-60223,3,3
2,2,4,4,15.955,0.078,Spruce L.1,16-6292-60223,3,3
2,3,8,8,11.577,0.117,Spruce L.1,16-6292-60223,3,3
2,4,16,16,10.877,0.221,Spruce L.1,16-6292-60223,3,3
2,5,32,32,2.438,0.117,Spruce L.1,16-6292-60223,3,3
2,6,64,64,18.425,1.853,Spruce L.1,16-6292-60223,3,3
2,7,128,128,7.940,1.345,Spruce L.1,16-6292-60223,3,3
2,8,256,256,11.249,4.460,Spruce L.1,16-6292-60223,3,3
2,9,512,512,31.538,26.244,Spruce L.1,16-6292-60223,3,3
2,10,1024,1024,51.332,71.751,Spruce L.1,16-6292-60223,3,3
2,11,2048,2048,6.193,14.377,Spruce L.1,16-6292-60223,3,3
2,12,4096,4096,0.314,1.573,Spruce L.1,16-6292-60223,3,3
3,1,2,2,27.419,0.058,Big Trout L.,15-6978-59597,4,4
3,2,4,4,44.355,0.254,Big Trout L.,15-6978-59597,4,4
3,3,8,8,22.045,0.236,Big Trout L.,15-6978-59597,4,4
3,4,16,16,19.111,0.447,Big Trout L.,15-6978-59597,4,4
3,5,32,32,13.378,0.648,Big Trout L.,15-6978-59597,4,4
3,6,64,64,9.978,0.790,Big Trout L.,15-6978-59597,4,4
3,7,128,128,4.387,0.802,Big Trout L.,15-6978-59597,4,4
3,8,256,256,5.351,2.153,Big Trout L.,15-6978-59597,4,4
3,9,512,512,15.909,12.773,Big Trout L.,15-6978-59597,4,4
3,10,1024,1024,19.852,27.614,Big Trout L.,15-6978-59597,4,4
3,11,2048,2048,1.116,2.588,Big Trout L.,15-6978-59597,4,4
3,12,4096,4096,0.073,0.381,Big Trout L.,15-6978-59597,4,4
4,1,2,2,52.158,0.118,Cairns L.,15-3974-57298,5,5
4,2,4,4,11.256,0.060,Cairns L.,15-3974-57298,5,5
4,3,8,8,18.516,0.182,Cairns L.,15-3974-57298,5,5
4,4,16,16,11.077,0.242,Cairns L.,15-3974-57298,5,5
4,5,32,32,3.814,0.170,Cairns L.,15-3974-57298,5,5
4,6,64,64,6.528,0.593,Cairns L.,15-3974-57298,5,5
4,7,128,128,5.432,1.086,Cairns L.,15-3974-57298,5,5
4,8,256,256,23.955,9.046,Cairns L.,15-3974-57298,5,5
4,9,512,512,53.447,41.892,Cairns L.,15-3974-57298,5,5
4,10,1024,1024,18.485,23.769,Cairns L.,15-3974-57298,5,5
4,11,2048,2048,1.479,4.561,Cairns L.,15-3974-57298,5,5
4,12,4096,4096,0.794,4.050,Cairns L.,15-3974-57298,5,5
5,1,2,2,26.232,0.058,Echoing L.,15-5492-60415,6,6
5,2,4,4,75.710,0.383,Echoing L.,15-5492-60415,6,6
5,3,8,8,86.240,0.960,Echoing L.,15-5492-60415,6,6
5,4,16,16,51.353,1.160,Echoing L.,15-5492-60415,6,6
5,5,32,32,30.639,1.261,Echoing L.,15-5492-60415,6,6
5,6,64,64,9.822,0.826,Echoing L.,15-5492-60415,6,6
5,7,128,128,3.993,0.691,Echoing L.,15-5492-60415,6,6
5,8,256,256,12.202,4.825,Echoing L.,15-5492-60415,6,6
5,9,512,512,19.710,15.099,Echoing L.,15-5492-60415,6,6
5,10,1024,1024,39.178,57.580,Echoing L.,15-5492-60415,6,6
5,11,2048,2048,6.164,16.148,Echoing L.,15-5492-60415,6,6
5,12,4096,4096,0.302,1.507,Echoing L.,15-5492-60415,6,6
6,1,2,2,19.628,0.046,"I-291, L.",16-4324-56660,7,7
6,2,4,4,100.476,0.459,"I-291, L.",16-4324-56660,7,7
6,3,8,8,7.478,0.078,"I-291, L.",16-4324-56660,7,7
6,4,16,16,10.285,0.236,"I-291, L.",16-4324-56660,7,7
6,5,32,32,7.637,0.325,"I-291, L.",16-4324-56660,7,7
6,6,64,64,6.553,0.634,"I-291, L.",16-4324-56660,7,7
6,7,128,128,4.527,0.676,"I-291, L.",16-4324-56660,7,7
6,8,256,256,2.508,1.072,"I-291, L.",16-4324-56660,7,7
6,9,512,512,69.534,53.480,"I-291, L.",16-4324-56660,7,7
6,10,1024,1024,14.399,17.603,"I-291, L.",16-4324-56660,7,7
7,1,2,2,43.496,0.094,Lingman L.,15-5089-59670,8,8
7,2,4,4,128.122,0.688,Lingman L.,15-5089-59670,8,8
7,3,8,8,48.222,0.479,Lingman L.,15-5089-59670,8,8
7,4,16,16,32.780,0.666,Lingman L.,15-5089-59670,8,8
7,5,32,32,9.793,0.379,Lingman L.,15-5089-59670,8,8
7,6,64,64,8.693,0.827,Lingman L.,15-5089-59670,8,8
7,7,128,128,11.692,2.390,Lingman L.,15-5089-59670,8,8
7,8,256,256,13.143,5.014,Lingman L.,15-5089-59670,8,8
7,9,512,512,38.984,31.463,Lingman L.,15-5089-59670,8,8
7,10,1024,1024,27.445,35.007,Lingman L.,15-5089-59670,8,8
7,11,2048,2048,0.795,2.273,Lingman L.,15-5089-59670,8,8
8,1,2,2,322.000,0.661,Nikip L.,15-5751-58597,9,9
8,2,4,4,311.334,1.501,Nikip L.,15-5751-58597,9,9
8,3,8,8,213.667,2.108,Nikip L.,15-5751-58597,9,9
8,4,16,16,11.667,0.239,Nikip L.,15-5751-58597,9,9
8,5,32,32,10.713,0.519,Nikip L.,15-5751-58597,9,9
8,6,64,64,12.003,1.131,Nikip L.,15-5751-58597,9,9
8,7,128,128,25.870,4.688,Nikip L.,15-5751-58597,9,9
8,8,256,256,24.073,8.909,Nikip L.,15-5751-58597,9,9
8,9,512,512,39.047,29.341,Nikip L.,15-5751-58597,9,9
8,10,1024,1024,11.278,14.391,Nikip L.,15-5751-58597,9,9
8,11,2048,2048,0.808,2.316,Nikip L.,15-5751-58597,9,9
8,12,4096,4096,0.202,1.013,Nikip L.,15-5751-58597,9,9
9,1,2,2,6.756,0.016,NL,16-4137-58866,10,10
9,2,4,4,111.917,0.538,NL,16-4137-58866,10,10
9,3,8,8,82.575,0.835,NL,16-4137-58866,10,10
9,4,16,16,56.928,1.227,NL,16-4137-58866,10,10
9,5,32,32,21.950,1.030,NL,16-4137-58866,10,10
9,6,64,64,12.453,1.044,NL,16-4137-58866,10,10
9,7,128,128,14.345,2.348,NL,16-4137-58866,10,10
9,8,256,256,5.748,2.462,NL,16-4137-58866,10,10
9,9,512,512,31.183,25.117,NL,16-4137-58866,10,10
9,10,1024,1024,29.897,39.485,NL,16-4137-58866,10,10
9,11,2048,2048,0.551,1.230,NL,16-4137-58866,10,10
10,1,2,2,2.137,0.004,North Spirit L.,15-5061-58179,11,11
10,2,4,4,12.707,0.071,North Spirit L.,15-5061-58179,11,11
10,3,8,8,23.808,0.220,North Spirit L.,15-5061-58179,11,11
10,4,16,16,6.908,0.169,North Spirit L.,15-5061-58179,11,11
10,5,32,32,13.862,0.656,North Spirit L.,15-5061-58179,11,11
10,6,64,64,23.903,2.246,North Spirit L.,15-5061-58179,11,11
10,7,128,128,14.446,2.463,North Spirit L.,15-5061-58179,11,11
10,8,256,256,7.298,2.683,North Spirit L.,15-5061-58179,11,11
10,9,512,512,12.442,9.517,North Spirit L.,15-5061-58179,11,11
10,10,1024,1024,15.557,21.164,North Spirit L.,15-5061-58179,11,11
10,11,2048,2048,2.228,5.836,North Spirit L.,15-5061-58179,11,11
11,1,2,2,23.125,0.046,Sandy L.,15-5000-58758,12,12
11,2,4,4,56.021,0.286,Sandy L.,15-5000-58758,12,12
11,3,8,8,58.332,0.578,Sandy L.,15-5000-58758,12,12
11,4,16,16,18.358,0.466,Sandy L.,15-5000-58758,12,12
11,5,32,32,23.770,1.080,Sandy L.,15-5000-58758,12,12
11,6,64,64,37.006,3.613,Sandy L.,15-5000-58758,12,12
11,7,128,128,48.111,9.348,Sandy L.,15-5000-58758,12,12
11,8,256,256,73.287,27.104,Sandy L.,15-5000-58758,12,12
11,9,512,512,16.620,11.435,Sandy L.,15-5000-58758,12,12
11,10,1024,1024,3.843,5.089,Sandy L.,15-5000-58758,12,12
11,11,2048,2048,2.012,5.296,Sandy L.,15-5000-58758,12,12
11,12,4096,4096,0.137,0.665,Sandy L.,15-5000-58758,12,12
12,1,2,2,4.804,0.012,Totogan L.,16-3492-57692,13,13
12,2,4,4,39.687,0.200,Totogan L.,16-3492-57692,13,13
12,3,8,8,26.957,0.253,Totogan L.,16-3492-57692,13,13
12,4,16,16,30.105,0.700,Totogan L.,16-3492-57692,13,13
12,5,32,32,5.424,0.222,Totogan L.,16-3492-57692,13,13
12,6,64,64,12.660,1.130,Totogan L.,16-3492-57692,13,13
12,7,128,128,8.581,1.608,Totogan L.,16-3492-57692,13,13
12,8,256,256,10.851,4.122,Totogan L.,16-3492-57692,13,13
12,9,512,512,35.483,26.198,Totogan L.,16-3492-57692,13,13
12,10,1024,1024,9.945,13.490,Totogan L.,16-3492-57692,13,13
12,11,2048,2048,0.207,0.430,Totogan L.,16-3492-57692,13,13
13,1,2,2,4.644,0.010,Tutu L.,15-5365-57696,14,14
13,2,4,4,7.297,0.045,Tutu L.,15-5365-57696,14,14
13,3,8,8,59.050,0.559,Tutu L.,15-5365-57696,14,14
13,4,16,16,13.998,0.328,Tutu L.,15-5365-57696,14,14
13,5,32,32,29.439,1.234,Tutu L.,15-5365-57696,14,14
13,6,64,64,14.496,1.137,Tutu L.,15-5365-57696,14,14
13,7,128,128,5.820,1.001,Tutu L.,15-5365-57696,14,14
13,8,256,256,6.184,2.558,Tutu L.,15-5365-57696,14,14
13,9,512,512,20.744,15.812,Tutu L.,15-5365-57696,14,14
13,10,1024,1024,13.429,19.012,Tutu L.,15-5365-57696,14,14
13,11,2048,2048,0.182,0.745,Tutu L.,15-5365-57696,14,14
14,1,2,2,143.665,0.397,Windigo L.,15-5988-58262,16,16
14,2,4,4,52.262,0.311,Windigo L.,15-5988-58262,16,16
14,3,8,8,107.688,1.136,Windigo L.,15-5988-58262,16,16
14,4,16,16,21.706,0.464,Windigo L.,15-5988-58262,16,16
14,5,32,32,23.869,1.129,Windigo L.,15-5988-58262,16,16
14,6,64,64,31.888,2.592,Windigo L.,15-5988-58262,16,16
14,7,128,128,17.512,3.214,Windigo L.,15-5988-58262,16,16
14,8,256,256,24.184,8.849,Windigo L.,15-5988-58262,16,16
14,9,512,512,64.566,50.763,Windigo L.,15-5988-58262,16,16
14,10,1024,1024,24.966,33.422,Windigo L.,15-5988-58262,16,16
14,11,2048,2048,2.037,5.239,Windigo L.,15-5988-58262,16,16
15,1,2,2,47.167,0.106,Winisk L.,16-4753-58628,17,17
15,2,4,4,78.944,0.440,Winisk L.,16-4753-58628,17,17
15,3,8,8,85.199,0.903,Winisk L.,16-4753-58628,17,17
15,4,16,16,21.260,0.481,Winisk L.,16-4753-58628,17,17
15,5,32,32,27.359,1.178,Winisk L.,16-4753-58628,17,17
15,6,64,64,20.922,1.918,Winisk L.,16-4753-58628,17,17
15,7,128,128,6.264,1.075,Winisk L.,16-4753-58628,17,17
15,8,256,256,8.294,3.211,Winisk L.,16-4753-58628,17,17
15,9,512,512,36.549,28.168,Winisk L.,16-4753-58628,17,17
15,10,1024,1024,35.934,47.543,Winisk L.,16-4753-58628,17,17
15,11,2048,2048,2.486,5.826,Winisk L.,16-4753-58628,17,17
15,12,4096,4096,0.135,0.743,Winisk L.,16-4753-58628,17,17
16,1,2,2,2.000,0.006,McFaulds L.,16-5630-58465,18,18
16,2,4,4,5.000,0.029,McFaulds L.,16-5630-58465,18,18
16,3,8,8,29.000,0.362,McFaulds L.,16-5630-58465,18,18
16,4,16,16,86.352,1.804,McFaulds L.,16-5630-58465,18,18
16,5,32,32,15.680,0.606,McFaulds L.,16-5630-58465,18,18
16,6,64,64,0.672,0.058,McFaulds L.,16-5630-58465,18,18
16,8,256,256,1.008,0.390,McFaulds L.,16-5630-58465,18,18
16,9,512,512,11.056,8.957,McFaulds L.,16-5630-58465,18,18
16,10,1024,1024,13.416,18.371,McFaulds L.,16-5630-58465,18,18
16,11,2048,2048,0.336,0.738,McFaulds L.,16-5630-58465,18,18
17,1,2,2,39.333,0.079,Wild Berry L.,16-5494-59810,19,19
17,2,4,4,58.667,0.299,Wild Berry L.,16-5494-59810,19,19
17,3,8,8,56.667,0.497,Wild Berry L.,16-5494-59810,19,19
17,4,16,16,2.367,0.062,Wild Berry L.,16-5494-59810,19,19
17,5,32,32,16.548,0.837,Wild Berry L.,16-5494-59810,19,19
17,6,64,64,6.133,0.559,Wild Berry L.,16-5494-59810,19,19
17,7,128,128,2.133,0.308,Wild Berry L.,16-5494-59810,19,19
17,8,256,256,2.434,0.829,Wild Berry L.,16-5494-59810,19,19
17,9,512,512,12.200,9.553,Wild Berry L.,16-5494-59810,19,19
17,10,1024,1024,17.829,24.377,Wild Berry L.,16-5494-59810,19,19
17,11,2048,2048,1.582,4.322,Wild Berry L.,16-5494-59810,19,19
18,1,2,2,16.126,0.032,Amik L.,15-5782-55201,20,20
18,2,4,4,17.835,0.085,Amik L.,15-5782-55201,20,20
18,3,8,8,5.845,0.065,Amik L.,15-5782-55201,20,20
18,4,16,16,19.620,0.528,Amik L.,15-5782-55201,20,20
18,5,32,32,30.572,1.344,Amik L.,15-5782-55201,20,20
18,6,64,64,21.607,2.072,Amik L.,15-5782-55201,20,20
18,7,128,128,6.319,1.180,Amik L.,15-5782-55201,20,20
18,8,256,256,7.634,3.060,Amik L.,15-5782-55201,20,20
18,9,512,512,13.778,10.516,Amik L.,15-5782-55201,20,20
18,10,1024,1024,13.754,18.362,Amik L.,15-5782-55201,20,20
18,11,2048,2048,1.486,3.710,Amik L.,15-5782-55201,20,20
19,1,2,2,0.442,0.001,Arc L.,15-6471-56202,21,21
19,2,4,4,2.579,0.013,Arc L.,15-6471-56202,21,21
19,3,8,8,2.386,0.030,Arc L.,15-6471-56202,21,21
19,4,16,16,5.864,0.146,Arc L.,15-6471-56202,21,21
19,5,32,32,4.570,0.209,Arc L.,15-6471-56202,21,21
19,6,64,64,8.685,0.834,Arc L.,15-6471-56202,21,21
19,7,128,128,3.232,0.564,Arc L.,15-6471-56202,21,21
19,8,256,256,3.864,1.483,Arc L.,15-6471-56202,21,21
19,9,512,512,24.614,19.014,Arc L.,15-6471-56202,21,21
19,10,1024,1024,9.720,12.687,Arc L.,15-6471-56202,21,21
19,11,2048,2048,0.404,1.221,Arc L.,15-6471-56202,21,21
20,1,2,2,24.329,0.060,Arethusa L.,15-5837-55088,22,22
20,2,4,4,14.150,0.075,Arethusa L.,15-5837-55088,22,22
20,3,8,8,18.273,0.205,Arethusa L.,15-5837-55088,22,22
20,4,16,16,17.412,0.414,Arethusa L.,15-5837-55088,22,22
20,5,32,32,24.092,1.072,Arethusa L.,15-5837-55088,22,22
20,6,64,64,10.785,1.022,Arethusa L.,15-5837-55088,22,22
20,7,128,128,16.002,3.012,Arethusa L.,15-5837-55088,22,22
20,8,256,256,13.622,4.871,Arethusa L.,15-5837-55088,22,22
20,9,512,512,8.385,6.195,Arethusa L.,15-5837-55088,22,22
20,10,1024,1024,14.464,20.962,Arethusa L.,15-5837-55088,22,22
20,11,2048,2048,3.741,9.094,Arethusa L.,15-5837-55088,22,22
20,12,4096,4096,0.735,3.649,Arethusa L.,15-5837-55088,22,22
21,1,2,2,4.802,0.011,Bawden L.,15-6011-55383,23,23
21,2,4,4,2.463,0.014,Bawden L.,15-6011-55383,23,23
21,3,8,8,3.573,0.036,Bawden L.,15-6011-55383,23,23
21,4,16,16,11.527,0.283,Bawden L.,15-6011-55383,23,23
21,5,32,32,14.644,0.670,Bawden L.,15-6011-55383,23,23
21,6,64,64,14.536,1.209,Bawden L.,15-6011-55383,23,23
21,7,128,128,14.199,2.563,Bawden L.,15-6011-55383,23,23
21,8,256,256,22.443,8.509,Bawden L.,15-6011-55383,23,23
21,9,512,512,20.984,14.802,Bawden L.,15-6011-55383,23,23
21,10,1024,1024,3.656,5.268,Bawden L.,15-6011-55383,23,23
21,11,2048,2048,5.141,14.211,Bawden L.,15-6011-55383,23,23
22,1,2,2,25.372,0.058,Bell L.,15-6500-55194,24,24
22,2,4,4,24.971,0.143,Bell L.,15-6500-55194,24,24
22,3,8,8,42.192,0.453,Bell L.,15-6500-55194,24,24
22,4,16,16,4.252,0.091,Bell L.,15-6500-55194,24,24
22,5,32,32,2.514,0.103,Bell L.,15-6500-55194,24,24
22,6,64,64,2.924,0.260,Bell L.,15-6500-55194,24,24
22,7,128,128,6.370,1.264,Bell L.,15-6500-55194,24,24
22,8,256,256,3.776,1.341,Bell L.,15-6500-55194,24,24
22,9,512,512,3.348,2.771,Bell L.,15-6500-55194,24,24
22,10,1024,1024,10.029,14.344,Bell L.,15-6500-55194,24,24
22,11,2048,2048,7.030,18.236,Bell L.,15-6500-55194,24,24
22,12,4096,4096,0.493,2.520,Bell L.,15-6500-55194,24,24
23,1,2,2,10.829,0.023,Berens L.,15-4525-57350,25,25
23,2,4,4,18.120,0.081,Berens L.,15-4525-57350,25,25
23,3,8,8,4.353,0.044,Berens L.,15-4525-57350,25,25
23,4,16,16,5.175,0.119,Berens L.,15-4525-57350,25,25
23,5,32,32,39.258,1.901,Berens L.,15-4525-57350,25,25
23,6,64,64,38.666,3.244,Berens L.,15-4525-57350,25,25
23,7,128,128,21.177,3.884,Berens L.,15-4525-57350,25,25
23,8,256,256,8.411,2.990,Berens L.,15-4525-57350,25,25
23,9,512,512,13.007,9.754,Berens L.,15-4525-57350,25,25
23,10,1024,1024,11.972,16.234,Berens L.,15-4525-57350,25,25
23,11,2048,2048,2.318,6.663,Berens L.,15-4525-57350,25,25
23,12,4096,4096,0.133,0.602,Berens L.,15-4525-57350,25,25
24,1,2,2,4.948,0.012,Bertaud L.,15-6617-56410,26,26
24,2,4,4,4.477,0.018,Bertaud L.,15-6617-56410,26,26
24,3,8,8,3.981,0.046,Bertaud L.,15-6617-56410,26,26
24,4,16,16,1.843,0.050,Bertaud L.,15-6617-56410,26,26
24,5,32,32,1.092,0.049,Bertaud L.,15-6617-56410,26,26
24,6,64,64,0.661,0.054,Bertaud L.,15-6617-56410,26,26
24,7,128,128,0.837,0.157,Bertaud L.,15-6617-56410,26,26
24,8,256,256,2.648,1.071,Bertaud L.,15-6617-56410,26,26
24,9,512,512,10.521,8.224,Bertaud L.,15-6617-56410,26,26
24,10,1024,1024,3.404,4.598,Bertaud L.,15-6617-56410,26,26
24,11,2048,2048,0.214,0.496,Bertaud L.,15-6617-56410,26,26
25,1,2,2,8.224,0.017,Big Fox L.,15-4131-55595,27,27
25,2,4,4,22.549,0.115,Big Fox L.,15-4131-55595,27,27
25,3,8,8,6.300,0.062,Big Fox L.,15-4131-55595,27,27
25,4,16,16,6.361,0.142,Big Fox L.,15-4131-55595,27,27
25,5,32,32,7.322,0.333,Big Fox L.,15-4131-55595,27,27
25,6,64,64,31.131,2.851,Big Fox L.,15-4131-55595,27,27
25,7,128,128,22.621,4.310,Big Fox L.,15-4131-55595,27,27
25,8,256,256,16.577,5.877,Big Fox L.,15-4131-55595,27,27
25,9,512,512,2.729,1.735,Big Fox L.,15-4131-55595,27,27
25,10,1024,1024,3.779,5.249,Big Fox L.,15-4131-55595,27,27
25,11,2048,2048,2.240,6.522,Big Fox L.,15-4131-55595,27,27
25,12,4096,4096,0.178,0.764,Big Fox L.,15-4131-55595,27,27
26,1,2,2,30.338,0.081,Big Sandy L.,15-5463-55189,28,28
26,2,4,4,83.444,0.452,Big Sandy L.,15-5463-55189,28,28
26,3,8,8,44.274,0.438,Big Sandy L.,15-5463-55189,28,28
26,4,16,16,10.104,0.229,Big Sandy L.,15-5463-55189,28,28
26,5,32,32,9.429,0.445,Big Sandy L.,15-5463-55189,28,28
26,6,64,64,6.450,0.541,Big Sandy L.,15-5463-55189,28,28
26,7,128,128,3.061,0.542,Big Sandy L.,15-5463-55189,28,28
26,8,256,256,3.095,1.239,Big Sandy L.,15-5463-55189,28,28
26,9,512,512,7.605,5.832,Big Sandy L.,15-5463-55189,28,28
26,10,1024,1024,8.377,12.563,Big Sandy L.,15-5463-55189,28,28
26,11,2048,2048,3.700,11.050,Big Sandy L.,15-5463-55189,28,28
26,12,4096,4096,0.637,2.989,Big Sandy L.,15-5463-55189,28,28
27,1,2,2,7.824,0.017,Birch L.1,15-5452-56951,29,29
27,2,4,4,6.914,0.039,Birch L.1,15-5452-56951,29,29
27,3,8,8,11.869,0.122,Birch L.1,15-5452-56951,29,29
27,4,16,16,5.583,0.129,Birch L.1,15-5452-56951,29,29
27,5,32,32,8.109,0.406,Birch L.1,15-5452-56951,29,29
27,6,64,64,7.873,0.652,Birch L.1,15-5452-56951,29,29
27,7,128,128,12.079,2.221,Birch L.1,15-5452-56951,29,29
27,8,256,256,10.544,3.982,Birch L.1,15-5452-56951,29,29
27,9,512,512,27.927,21.889,Birch L.1,15-5452-56951,29,29
27,10,1024,1024,24.779,35.576,Birch L.1,15-5452-56951,29,29
27,11,2048,2048,3.545,9.329,Birch L.1,15-5452-56951,29,29
27,12,4096,4096,0.301,1.580,Birch L.1,15-5452-56951,29,29
28,1,2,2,23.139,0.054,Birmingham L.,15-5413-55979,30,30
28,2,4,4,94.437,0.521,Birmingham L.,15-5413-55979,30,30
28,3,8,8,43.450,0.439,Birmingham L.,15-5413-55979,30,30
28,4,16,16,14.745,0.322,Birmingham L.,15-5413-55979,30,30
28,5,32,32,12.006,0.471,Birmingham L.,15-5413-55979,30,30
28,6,64,64,9.153,0.801,Birmingham L.,15-5413-55979,30,30
28,7,128,128,13.180,2.793,Birmingham L.,15-5413-55979,30,30
28,8,256,256,15.496,5.547,Birmingham L.,15-5413-55979,30,30
28,9,512,512,28.592,22.349,Birmingham L.,15-5413-55979,30,30
28,10,1024,1024,16.320,21.278,Birmingham L.,15-5413-55979,30,30
28,11,2048,2048,0.631,1.406,Birmingham L.,15-5413-55979,30,30
28,12,4096,4096,0.272,1.602,Birmingham L.,15-5413-55979,30,30
29,1,2,2,10.771,0.023,Blair L.,15-4919-56922,31,31
29,2,4,4,16.423,0.079,Blair L.,15-4919-56922,31,31
29,3,8,8,20.495,0.190,Blair L.,15-4919-56922,31,31
29,4,16,16,23.955,0.527,Blair L.,15-4919-56922,31,31
29,5,32,32,15.614,0.632,Blair L.,15-4919-56922,31,31
29,6,64,64,10.948,1.125,Blair L.,15-4919-56922,31,31
29,7,128,128,7.778,1.289,Blair L.,15-4919-56922,31,31
29,8,256,256,4.300,1.618,Blair L.,15-4919-56922,31,31
29,9,512,512,16.634,12.719,Blair L.,15-4919-56922,31,31
29,10,1024,1024,13.329,18.482,Blair L.,15-4919-56922,31,31
29,11,2048,2048,0.324,1.144,Blair L.,15-4919-56922,31,31
29,12,4096,4096,0.643,3.224,Blair L.,15-4919-56922,31,31
30,1,2,2,29.730,0.060,Bluffy L.,15-5035-56302,32,32
30,2,4,4,35.121,0.162,Bluffy L.,15-5035-56302,32,32
30,3,8,8,30.565,0.283,Bluffy L.,15-5035-56302,32,32
30,4,16,16,6.126,0.154,Bluffy L.,15-5035-56302,32,32
30,5,32,32,16.456,0.769,Bluffy L.,15-5035-56302,32,32
30,6,64,64,26.751,2.521,Bluffy L.,15-5035-56302,32,32
30,7,128,128,29.335,5.326,Bluffy L.,15-5035-56302,32,32
30,8,256,256,14.467,5.459,Bluffy L.,15-5035-56302,32,32
30,9,512,512,11.111,8.259,Bluffy L.,15-5035-56302,32,32
30,10,1024,1024,13.156,18.907,Bluffy L.,15-5035-56302,32,32
30,11,2048,2048,3.550,9.293,Bluffy L.,15-5035-56302,32,32
30,12,4096,4096,0.216,1.049,Bluffy L.,15-5035-56302,32,32
31,1,2,2,3.825,0.009,Bury L.,15-6143-55885,33,33
31,2,4,4,8.998,0.041,Bury L.,15-6143-55885,33,33
31,3,8,8,45.140,0.408,Bury L.,15-6143-55885,33,33
31,4,16,16,2.022,0.054,Bury L.,15-6143-55885,33,33
31,5,32,32,18.441,0.893,Bury L.,15-6143-55885,33,33
31,6,64,64,38.162,3.018,Bury L.,15-6143-55885,33,33
31,7,128,128,4.294,0.800,Bury L.,15-6143-55885,33,33
31,8,256,256,11.476,4.859,Bury L.,15-6143-55885,33,33
31,9,512,512,17.010,13.235,Bury L.,15-6143-55885,33,33
31,10,1024,1024,7.333,10.596,Bury L.,15-6143-55885,33,33
31,11,2048,2048,2.357,5.743,Bury L.,15-6143-55885,33,33
32,1,2,2,4.076,0.008,Canyon L.,15-4470-55367,34,34
32,2,4,4,4.974,0.029,Canyon L.,15-4470-55367,34,34
32,3,8,8,22.837,0.242,Canyon L.,15-4470-55367,34,34
32,4,16,16,0.532,0.013,Canyon L.,15-4470-55367,34,34
32,5,32,32,2.082,0.090,Canyon L.,15-4470-55367,34,34
32,6,64,64,6.699,0.656,Canyon L.,15-4470-55367,34,34
32,7,128,128,18.581,3.838,Canyon L.,15-4470-55367,34,34
32,8,256,256,10.729,3.633,Canyon L.,15-4470-55367,34,34
32,9,512,512,5.681,3.971,Canyon L.,15-4470-55367,34,34
32,10,1024,1024,4.260,5.557,Canyon L.,15-4470-55367,34,34
32,11,2048,2048,2.039,4.920,Canyon L.,15-4470-55367,34,34
33,1,2,2,3.837,0.009,Carling L.,15-6217-56090,35,35
33,2,4,4,10.269,0.055,Carling L.,15-6217-56090,35,35
33,3,8,8,3.010,0.034,Carling L.,15-6217-56090,35,35
33,4,16,16,4.323,0.103,Carling L.,15-6217-56090,35,35
33,5,32,32,3.144,0.139,Carling L.,15-6217-56090,35,35
33,6,64,64,3.543,0.334,Carling L.,15-6217-56090,35,35
33,7,128,128,5.630,1.105,Carling L.,15-6217-56090,35,35
33,8,256,256,4.303,1.443,Carling L.,15-6217-56090,35,35
33,9,512,512,5.801,4.311,Carling L.,15-6217-56090,35,35
33,10,1024,1024,3.065,4.496,Carling L.,15-6217-56090,35,35
33,11,2048,2048,1.482,4.012,Carling L.,15-6217-56090,35,35
34,1,2,2,3.184,0.006,Cecil L.,15-6164-54885,36,36
34,2,4,4,29.063,0.169,Cecil L.,15-6164-54885,36,36
34,3,8,8,78.084,0.764,Cecil L.,15-6164-54885,36,36
34,4,16,16,37.609,0.876,Cecil L.,15-6164-54885,36,36
34,5,32,32,18.344,0.772,Cecil L.,15-6164-54885,36,36
34,6,64,64,8.382,0.707,Cecil L.,15-6164-54885,36,36
34,7,128,128,1.346,0.195,Cecil L.,15-6164-54885,36,36
34,8,256,256,1.612,0.608,Cecil L.,15-6164-54885,36,36
34,9,512,512,5.592,4.299,Cecil L.,15-6164-54885,36,36
34,10,1024,1024,8.172,12.740,Cecil L.,15-6164-54885,36,36
34,11,2048,2048,11.206,27.902,Cecil L.,15-6164-54885,36,36
34,12,4096,4096,0.594,3.020,Cecil L.,15-6164-54885,36,36
34,13,8192,8192,0.054,0.582,Cecil L.,15-6164-54885,36,36
35,1,2,2,13.525,0.027,Clay L.,15-4653-55440,37,37
35,2,4,4,60.795,0.325,Clay L.,15-4653-55440,37,37
